regcap_amount,esdate,ipo_company,company_industry,company_type
NULL,2005-07-05,null,K,有限责任公司分公司（自然人投资或控股）
NULL,2017-11-28,null,F,个体
10000000.0,2012-08-06,null,F,有限责任公司（自然人投资或控股）
NULL,1999-10-19,null,C,有限责任公司分公司（自然人投资或控股）
1500000.0,2016-03-08,null,L,有限责任公司（自然人投资或控股）
1000000.0,2010-08-24,null,I,有限责任公司（自然人投资或控股）
NULL,2001-02-27,null,F,个体
NULL,2008-08-26,null,I,个人独资企业
NULL,2017-08-23,null,I,个人独资企业
21000000.0,1995-02-08,null,F,其他有限责任公司
NULL,2007-07-19,null,O,个体
7000000.0,2012-06-27,null,L,有限责任公司（自然人投资或控股）
NULL,2012-10-22,null,F,个体
2000000.0,2016-09-28,null,L,有限责任公司（自然人独资）
10000000.0,2012-12-24,null,A,有限责任公司（自然人投资或控股）
1000000.0,2000-11-06,null,R,有限责任公司（自然人投资或控股）
500000.0,2011-08-24,null,F,有限责任公司（自然人投资或控股）
NULL,2013-12-17,null,F,个体
5000000.0,2011-06-13,null,G,有限责任公司（自然人投资或控股）
NULL,2014-02-13,null,F,个体
NULL,2006-07-06,null,F,有限责任公司分公司（自然人投资或控股）
1000000.0,2010-07-08,null,E,有限责任公司（自然人投资或控股）
NULL,2003-12-10,null,O,个体
1000000.0,2012-11-30,null,F,有限责任公司（自然人投资或控股）
NULL,2005-06-28,null,R,个体
500000.0,2009-07-08,null,I,有限责任公司（自然人投资或控股）
NULL,2006-05-19,null,F,个体
1000000.0,2015-11-18,null,M,有限责任公司（自然人投资或控股）
NULL,2004-04-26,null,F,个体
800000.0,2016-03-15,null,O,有限责任公司（自然人投资或控股）
NULL,2014-06-10,null,F,个体
NULL,2015-09-01,null,F,个体
NULL,2005-07-22,null,F,个人独资企业
500000.0,2013-07-24,null,F,有限责任公司（自然人投资或控股）
NULL,2013-09-12,null,C,个体
1000000.0,2009-02-20,null,F,有限责任公司（自然人投资或控股）
2000000.0,2017-10-23,null,F,有限责任公司（自然人投资或控股）
NULL,2017-09-13,null,H,个体
1000000.0,2015-10-23,null,I,有限责任公司（自然人投资或控股）
4800000.0,2015-11-11,null,F,有限责任公司（自然人投资或控股）
NULL,2013-05-08,null,F,个体
1000000.0,2006-06-08,null,I,有限责任公司（自然人投资或控股）
NULL,2008-07-24,null,C,个体
NULL,2015-01-15,null,F,个体
1500000.0,2016-05-09,null,F,有限责任公司（自然人投资或控股）
15000000.0,2009-08-14,null,E,有限责任公司（自然人投资或控股）
NULL,2017-11-20,null,H,个体
NULL,2013-09-17,null,F,个体
NULL,2007-10-30,null,F,个体
NULL,2013-05-08,null,F,个体
1000000.0,2013-12-11,null,L,有限责任公司（自然人投资或控股）
NULL,2016-05-30,null,L,有限责任公司分公司（自然人投资或控股）
NULL,2007-07-02,null,H,个体
NULL,2012-10-09,null,H,普通合伙企业
500000.0,2007-03-20,null,C,有限责任公司（自然人投资或控股）
5000000.0,2015-11-05,null,F,有限责任公司（自然人独资）
NULL,2014-04-17,null,F,个体
NULL,2008-07-04,null,F,个体
NULL,2015-04-09,null,L,个体
NULL,2016-07-14,null,C,个体
30000.0,2010-01-27,null,L,有限责任公司（自然人投资或控股）
200000.0,2017-03-31,null,L,有限责任公司（自然人投资或控股）
5000000.0,2017-03-31,null,E,有限责任公司（自然人投资或控股）
NULL,2016-06-07,null,H,个体工商户
NULL,2015-11-06,null,F,个体
NULL,2018-01-12,null,F,个体工商户
NULL,2012-01-30,null,F,个体
NULL,2013-08-26,null,H,个体
NULL,2016-05-13,null,O,个体
10000000.0,2015-05-29,null,F,有限责任公司（自然人独资）
NULL,2015-08-06,null,H,个体
800000.0,2017-02-23,null,I,有限责任公司（自然人投资或控股）
NULL,2010-07-16,null,F,个体
NULL,2016-03-22,null,F,个体
NULL,2017-03-24,null,G,个体
20000000.0,2012-10-22,null,E,有限责任公司（自然人投资或控股）
NULL,2014-02-19,null,F,个体
5000000.0,2017-10-26,null,F,有限责任公司（自然人投资或控股）
NULL,2015-08-14,null,F,个体
8000000.0,2016-08-31,null,E,有限责任公司（自然人独资）
1000000.0,2014-07-28,null,L,有限责任公司（自然人独资）
NULL,2017-09-21,null,G,个体
NULL,2005-09-27,null,F,个体
NULL,2016-09-05,null,F,个人独资企业
1030000.0,2009-01-13,null,F,有限责任公司（自然人投资或控股）
1000000.0,2005-12-08,null,F,有限责任公司（自然人投资或控股）
NULL,2016-08-26,null,H,有限责任公司分公司（自然人投资或控股）
500000.0,2016-04-25,null,F,有限责任公司（自然人投资或控股）
8000000.0,2015-11-20,null,F,有限责任公司（自然人投资或控股）
10000000.0,2016-11-01,null,E,有限责任公司（自然人投资或控股）
NULL,2006-06-28,null,H,个体
NULL,2013-05-14,null,F,个体
NULL,2005-07-06,null,O,个体
NULL,2014-04-03,null,F,个体
2000000.0,2017-07-18,null,L,有限责任公司（自然人投资或控股）
2000000.0,2004-06-11,null,F,有限责任公司（自然人投资或控股）
NULL,2013-04-10,null,H,个体
NULL,2006-02-15,null,H,个体
NULL,2004-08-04,null,F,个体
NULL,2014-01-03,null,F,个体
NULL,2017-07-25,null,H,个体
5000000.0,2008-11-14,null,I,有限责任公司（自然人投资或控股）
500000.0,2017-06-19,null,F,有限责任公司（自然人独资）
1000000.0,2017-01-22,null,L,有限责任公司（自然人独资）
3100000.0,2010-02-03,null,F,有限责任公司（自然人投资或控股）
NULL,2017-10-19,null,F,个体
NULL,2005-01-31,null,F,个体
NULL,2004-09-28,null,C,个体
NULL,2006-07-04,null,F,个体
1000000.0,1999-04-05,null,F,有限责任公司（自然人投资或控股）
NULL,2015-04-27,null,F,个体
NULL,2009-04-10,null,O,个体工商户
500000.0,2012-04-20,null,I,有限责任公司（自然人投资或控股）
2000000.0,2011-06-01,null,E,有限责任公司（自然人投资或控股）
2000000.0,2015-04-28,null,C,有限责任公司（自然人投资或控股）
NULL,2017-09-04,null,F,个体
2000000.0,2014-04-10,null,F,有限责任公司（自然人投资或控股）
NULL,2016-10-24,null,H,个体
NULL,2012-10-30,null,O,个体
NULL,2015-04-17,null,F,个体
2000000.0,2017-09-18,null,E,有限责任公司（自然人投资或控股）
30000.0,2010-11-11,null,F,有限责任公司（自然人投资或控股）
1000000.0,2015-06-10,null,E,有限责任公司（自然人投资或控股）
NULL,2015-09-06,null,F,个体
2000000.0,2017-04-12,null,L,有限责任公司（自然人投资或控股）
5000000.0,2018-02-01,null,L,有限责任公司（自然人投资或控股）
8000000.0,2017-03-29,null,E,有限责任公司（自然人投资或控股）
1000000.0,2017-11-30,null,F,有限责任公司（自然人独资）
6000000.0,2006-01-17,null,L,有限责任公司（自然人投资或控股）
NULL,2012-03-07,null,F,个体
1000000.0,2012-04-28,null,E,有限责任公司（自然人投资或控股）
NULL,2017-08-24,null,F,个体
1000000.0,2016-03-16,null,R,有限责任公司（自然人投资或控股的法人独资）
NULL,2015-02-27,null,F,个体
NULL,2015-04-21,null,F,个体
NULL,2009-12-16,null,O,个体
NULL,2015-11-06,null,L,有限责任公司分公司（自然人投资或控股）
500000.0,2011-03-02,null,L,有限责任公司（自然人投资或控股）
20000000.0,2016-06-24,null,E,有限责任公司（自然人投资或控股）
5000000.0,2012-06-14,null,L,有限责任公司（自然人投资或控股）
500000.0,2017-09-18,null,L,有限责任公司（自然人投资或控股）
NULL,2011-10-24,null,G,个体
2000000.0,2016-07-04,null,F,有限责任公司（自然人投资或控股）
NULL,2007-03-15,null,F,个体
NULL,2009-04-23,null,F,个体
500000.0,2013-06-28,null,L,有限责任公司（自然人投资或控股）
1000000.0,2015-04-14,null,F,有限责任公司（自然人独资）
1000000.0,2015-10-30,null,F,有限责任公司（自然人投资或控股）
500000.0,2017-11-23,null,C,有限责任公司（自然人投资或控股）
1000000.0,2007-10-17,null,F,有限责任公司（自然人投资或控股）
NULL,2015-12-28,null,F,个体
500000.0,2011-03-18,null,E,有限责任公司（自然人投资或控股）
2000000.0,2014-10-21,null,K,有限责任公司（自然人独资）
NULL,2007-11-28,null,null,有限责任公司分公司（自然人投资或控股）
NULL,2016-05-04,null,F,个体
NULL,2005-08-22,null,F,个体
2000000.0,2015-10-27,null,L,有限责任公司（自然人投资或控股）
NULL,2016-10-26,null,F,个人独资企业
NULL,2016-12-01,null,F,个体
NULL,2017-10-25,null,F,个体
NULL,2014-01-06,null,F,个体
NULL,2005-08-04,null,C,个体
2000000.0,2015-09-06,null,F,有限责任公司（自然人投资或控股）
NULL,2006-05-27,null,F,个体
NULL,2005-06-09,null,C,个体
1000000.0,2011-12-29,null,F,有限责任公司（自然人投资或控股）
500000.0,2005-08-19,null,E,有限责任公司（自然人投资或控股）
1000000.0,2017-06-27,null,F,有限责任公司（自然人投资或控股）
200000.0,2013-09-04,null,R,有限责任公司（自然人投资或控股）
500000.0,2017-04-12,null,L,有限责任公司（自然人投资或控股）
NULL,2004-04-01,null,O,个体
200.0,2016-12-19,null,L,有限责任公司（自然人独资）
1000000.0,2004-05-31,null,E,有限责任公司（自然人投资或控股）
10000000.0,2017-04-24,null,L,有限责任公司（自然人投资或控股）
NULL,2009-07-14,null,R,个体
NULL,2003-03-31,null,C,个体
NULL,2004-11-22,null,O,个体
2600000.0,2017-02-28,null,I,有限责任公司（自然人投资或控股）
NULL,2013-06-09,null,F,个体
3000000.0,2013-11-22,null,I,有限责任公司（自然人投资或控股）
2000000.0,2014-01-14,null,L,有限责任公司（自然人投资或控股）
500000.0,2016-01-11,null,F,有限责任公司（自然人投资或控股）
NULL,2008-07-08,null,H,个体
1000000.0,2010-06-23,null,L,有限责任公司（自然人投资或控股的法人独资）
2000000.0,2016-08-24,null,E,有限责任公司（自然人独资）
1000000.0,2012-08-02,null,F,有限责任公司（自然人投资或控股）
1000000.0,2016-11-21,null,I,有限责任公司（自然人独资）
NULL,2005-03-17,null,C,个体
500000.0,2016-09-20,null,I,有限责任公司（自然人独资）
500000.0,2002-09-17,null,F,有限责任公司（自然人投资或控股）
5000000.0,2006-08-16,null,L,有限责任公司（自然人投资或控股）
NULL,2017-12-20,null,F,个体工商户
NULL,2017-11-13,null,F,个体
800000.0,2016-06-17,null,I,有限责任公司（自然人独资）
500000.0,1999-06-08,null,K,有限责任公司（自然人投资或控股）
NULL,2015-05-25,null,F,个体
500000.0,2016-11-22,null,F,有限责任公司（自然人投资或控股）
5000000.0,2017-06-23,null,F,有限责任公司（自然人独资）
NULL,2008-05-27,null,C,个体
500000.0,2011-08-24,null,F,有限责任公司（自然人投资或控股）
NULL,2012-11-28,null,F,个体
NULL,2005-06-16,null,H,个体
NULL,2015-05-21,null,F,个体
2000000.0,2012-07-12,null,K,有限责任公司（自然人投资或控股）
1000000.0,2017-10-30,null,F,有限责任公司（自然人独资）
NULL,2007-08-03,null,C,个体
5000000.0,2009-12-29,null,L,有限责任公司（自然人投资或控股）
NULL,2016-04-27,null,F,个体
NULL,2008-11-11,null,C,个体
NULL,2013-06-21,null,F,个体
NULL,2009-11-02,null,F,个体
NULL,2013-11-05,null,F,个体
3000000.0,2011-08-24,null,I,有限责任公司（自然人独资）
NULL,2016-08-12,null,N,个体
NULL,2009-02-23,null,C,个体
NULL,2015-04-20,null,F,个体
NULL,2012-06-07,null,F,个体
1000000.0,2014-10-21,null,I,有限责任公司（自然人投资或控股）
NULL,2016-12-16,null,L,有限合伙企业
500000.0,2016-06-13,null,K,有限责任公司（自然人独资）
NULL,2010-04-22,null,F,个体
NULL,2003-09-26,null,F,个体
5430000.0,2011-08-16,null,L,有限责任公司（自然人投资或控股）
5000000.0,2016-07-26,null,F,有限责任公司（自然人投资或控股）
NULL,2013-07-19,null,F,个体
NULL,2017-10-16,null,F,个体
NULL,2014-06-11,null,F,个体
NULL,2017-02-13,null,F,个体
NULL,2015-02-09,null,F,个体
NULL,2017-11-06,null,F,个体
1000000.0,2012-02-09,null,F,有限责任公司（自然人投资或控股）
NULL,2006-09-27,null,Q,个体
NULL,2003-04-08,null,K,有限责任公司分公司（自然人投资或控股）
NULL,2015-12-21,null,F,个体
3000000.0,2011-01-05,null,L,有限责任公司（自然人投资或控股）
NULL,2015-12-15,null,F,个体
8000000.0,2014-07-15,null,F,有限责任公司（自然人独资）
500000.0,2012-11-07,null,F,有限责任公司（自然人投资或控股）
NULL,2012-09-12,null,F,个体
NULL,2014-10-22,null,F,个体
NULL,2013-08-29,null,F,个体
30000000.0,2006-06-02,null,C,有限责任公司（自然人投资或控股）
500000.0,2014-10-30,null,F,有限责任公司（自然人投资或控股）
30000000.0,1995-08-10,null,E,有限责任公司（自然人投资或控股）
5000000.0,2010-03-16,null,G,有限责任公司（自然人投资或控股）
2000000.0,2013-08-16,null,L,有限责任公司（自然人投资或控股）
NULL,2017-07-26,null,H,个体
8000000.0,2011-08-30,null,E,有限责任公司（自然人投资或控股）
NULL,2013-11-28,null,F,个体
5000000.0,2015-03-23,null,K,有限责任公司（自然人投资或控股）
1000000.0,2011-12-23,null,I,有限责任公司（自然人投资或控股）
2000000.0,2016-05-20,null,I,有限责任公司（自然人投资或控股）
2000000.0,2017-10-11,null,L,有限责任公司（自然人投资或控股）
5000000.0,2014-09-29,null,I,有限责任公司（自然人投资或控股）
NULL,2017-03-24,null,H,个体
NULL,2014-11-25,null,O,个体
200000.0,2013-05-29,null,C,有限责任公司（自然人投资或控股）
NULL,2010-12-13,null,F,个体
NULL,2009-04-14,null,H,个体
NULL,2014-03-27,null,L,普通合伙企业
NULL,2015-05-12,null,F,个体
NULL,2000-01-18,null,F,个体
20000000.0,2013-06-05,null,E,有限责任公司（自然人投资或控股）
NULL,2017-05-24,null,F,个体
300000.0,2013-07-27,null,L,有限责任公司（自然人独资）
NULL,2008-05-24,null,F,个体
NULL,2004-07-28,null,H,个体
1000000.0,2009-03-17,null,F,有限责任公司（自然人投资或控股）
500000.0,1998-11-30,null,C,有限责任公司（自然人投资或控股）
NULL,2015-05-06,null,F,个体
NULL,2017-11-11,null,F,个体
NULL,2004-06-11,null,F,个体
NULL,2016-05-23,null,F,股份有限公司分公司（非上市、自然人投资或控股）
10000.0,2016-04-20,null,F,有限责任公司（自然人独资）
NULL,2013-10-16,null,F,个体
NULL,2016-05-17,null,H,个体
NULL,2008-04-23,null,F,个体
1000000.0,2012-08-13,null,I,有限责任公司（自然人投资或控股）
1000000.0,2013-05-21,null,L,有限责任公司（自然人投资或控股）
1000000.0,2011-11-09,null,F,有限责任公司（自然人投资或控股）
2000000.0,2016-08-26,null,E,有限责任公司（自然人独资）
NULL,2011-10-27,null,F,个体
NULL,2006-06-12,null,F,个体
NULL,2017-03-28,null,F,个体
NULL,2017-12-26,null,F,个体工商户
NULL,2011-06-23,null,K,有限责任公司分公司（自然人投资或控股）
NULL,2013-11-18,null,F,个体
500000.0,2010-06-08,null,R,有限责任公司（自然人投资或控股）
NULL,2018-01-04,null,F,个体工商户
NULL,2016-03-31,null,C,个体
6000000.0,2004-11-12,null,E,有限责任公司（自然人投资或控股）
500000.0,2014-04-03,null,F,有限责任公司（自然人独资）
NULL,2015-06-01,null,H,个体
NULL,2017-11-28,null,F,个体
NULL,2016-10-10,null,F,个体
NULL,2011-06-30,null,O,个体
NULL,2014-05-05,null,F,个体
NULL,2012-08-30,null,F,个体
10660000.0,2017-07-26,null,E,有限责任公司（自然人独资）
NULL,2013-12-05,null,O,个体
NULL,2017-06-09,null,F,个体
NULL,2005-02-18,null,F,个体
NULL,2016-06-06,null,F,个体
NULL,2010-05-19,null,F,个体
NULL,2014-04-23,null,F,个体
NULL,2012-10-09,null,H,个体
100000.0,2015-07-13,null,L,有限责任公司（自然人投资或控股）
NULL,2015-12-04,null,F,个体
NULL,2005-09-13,null,C,个体
2000000.0,2017-12-18,null,H,有限责任公司（自然人投资或控股）
NULL,2012-03-02,null,H,个体
NULL,2004-04-08,null,F,个体
NULL,2003-05-08,null,H,个体
NULL,2012-05-14,null,F,个体
NULL,2013-11-21,null,F,个体
NULL,2005-05-09,null,C,个体
NULL,2015-06-16,null,Q,个体
NULL,2015-06-25,null,M,个体
2000000.0,2016-12-05,null,F,有限责任公司（自然人独资）
NULL,2018-01-16,null,H,个体工商户
NULL,2007-03-08,null,L,个体
200000.0,2017-04-21,null,L,有限责任公司（自然人投资或控股）
500000.0,2011-06-13,null,F,有限责任公司（自然人独资）
NULL,2017-12-14,null,F,个体工商户
1050000.0,2017-03-27,null,L,有限责任公司（自然人投资或控股）
2000000.0,2006-09-21,null,N,有限责任公司（自然人投资或控股）
NULL,2018-01-16,null,F,个体工商户
NULL,2015-08-20,null,F,个体
NULL,2016-12-30,null,F,其他有限责任公司分公司
NULL,2017-08-24,null,F,个体
NULL,2014-07-04,null,F,个体
500000.0,2016-01-05,null,E,有限责任公司（自然人投资或控股）
500000.0,2014-02-25,null,F,有限责任公司（自然人投资或控股）
NULL,2002-06-11,null,O,个体
NULL,2013-01-29,null,F,个体
50000.0,2010-09-29,null,L,有限责任公司（自然人投资或控股）
1000000.0,2016-03-21,null,H,有限责任公司（自然人独资）
NULL,2016-05-10,null,I,个人独资企业
NULL,2006-06-28,null,O,个体
5000000.0,2015-01-26,null,F,有限责任公司（自然人投资或控股）
1000000.0,2017-03-15,null,F,有限责任公司（自然人独资）
10000000.0,2010-07-20,null,E,有限责任公司（自然人投资或控股）
NULL,2011-08-11,null,H,个体
NULL,2008-04-16,null,F,个体
5000000.0,2014-08-05,null,E,有限责任公司（自然人投资或控股）
NULL,2009-08-26,null,F,个体
1000000.0,2016-12-30,null,E,有限责任公司（自然人投资或控股）
NULL,2016-11-18,null,F,个体
2000000.0,2017-04-06,null,L,有限责任公司（自然人独资）
NULL,2005-02-02,null,L,个体
NULL,2015-11-17,null,M,个人独资企业
10000000.0,2013-07-03,null,F,其他有限责任公司
1000000.0,2018-02-06,null,I,有限责任公司（自然人独资）
500000.0,2012-06-13,null,L,有限责任公司（自然人投资或控股）
NULL,2014-01-16,null,F,个体
NULL,2013-06-08,null,F,个体
500000.0,2015-10-09,null,F,有限责任公司（自然人投资或控股）
NULL,2011-03-17,null,L,个体
NULL,2013-06-23,null,F,个体
NULL,2006-04-25,null,F,个体
NULL,2008-04-25,null,F,个体
NULL,2015-11-04,null,O,有限责任公司分公司（自然人投资或控股）
3000000.0,2016-05-16,null,E,有限责任公司（自然人投资或控股）
NULL,2006-05-19,null,H,个体
5000000.0,2017-09-19,null,L,有限责任公司（自然人投资或控股）
NULL,2011-12-21,null,F,个体
NULL,2016-07-14,null,G,个体
1000000.0,2015-10-28,null,F,有限责任公司（自然人投资或控股）
100000.0,2017-09-30,null,O,有限责任公司（自然人独资）
NULL,2006-05-09,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2012-07-16,null,F,个体
NULL,2013-01-17,null,F,个体
NULL,2012-11-09,null,G,个体
NULL,2006-04-06,null,H,个体
NULL,2013-10-24,null,F,个体
NULL,2017-09-22,null,F,个体
NULL,2005-09-08,null,H,个体
NULL,2007-05-25,null,F,个体
NULL,2014-02-12,null,L,有限责任公司分公司（自然人投资或控股）
5000000.0,2016-07-28,null,E,有限责任公司（自然人独资）
3000000.0,2016-08-08,null,I,有限责任公司（自然人投资或控股）
NULL,2017-09-26,null,F,个体
NULL,2009-11-04,null,L,个体
NULL,2013-07-29,null,O,个体
NULL,2017-01-06,null,Q,个体
NULL,2001-08-07,null,O,个体
1000000.0,2017-09-25,null,F,有限责任公司（自然人独资）
9000000.0,2008-01-11,null,N,有限责任公司（自然人投资或控股）
NULL,2005-04-28,null,L,个体
8000000.0,2009-11-09,null,F,有限责任公司（自然人投资或控股）
NULL,2016-11-11,null,F,个体
NULL,2013-05-31,null,F,个体
500000.0,2011-04-26,null,F,有限责任公司（自然人投资或控股）
10000000.0,2015-05-04,null,E,有限责任公司（自然人投资或控股）
NULL,2007-12-17,null,I,有限责任公司分公司（自然人投资或控股）
10000000.0,2014-06-10,null,E,有限责任公司（自然人投资或控股）
NULL,2010-07-07,null,F,个体
NULL,2008-04-24,null,F,个体
200000.0,2008-03-20,null,F,有限责任公司（自然人投资或控股）
NULL,2006-09-21,null,F,个体
40000.0,2016-06-07,null,F,有限责任公司（自然人投资或控股）
NULL,2005-12-09,null,F,个体
NULL,2008-05-12,null,O,个体
NULL,2006-05-18,null,F,个体
100000.0,2016-06-13,null,F,有限责任公司（自然人投资或控股）
50000000.0,2015-12-07,null,F,有限责任公司（自然人投资或控股）
5000000.0,2012-06-26,null,I,有限责任公司（自然人投资或控股）
NULL,2007-08-03,null,I,个体
NULL,2003-05-26,null,C,个体
NULL,2015-04-01,null,H,个体
NULL,2010-09-03,null,F,个体
100000.0,2003-03-18,null,I,有限责任公司（自然人投资或控股）
NULL,2008-05-06,null,H,个体
NULL,2017-08-11,null,O,个体
NULL,2013-05-13,null,F,个体
NULL,2012-04-10,null,H,个体
500000.0,2017-03-08,null,C,有限责任公司（自然人投资或控股）
NULL,2015-04-30,null,L,个体
5000000.0,2016-09-19,null,F,有限责任公司（自然人投资或控股）
1000000.0,2003-07-24,null,F,有限责任公司（自然人投资或控股）
2000000.0,2017-06-27,null,K,有限责任公司（自然人独资）
NULL,2007-02-05,null,F,个体
NULL,2001-04-02,null,F,个体
NULL,2013-07-23,null,A,个体
NULL,2016-12-28,null,E,个人独资企业
30000.0,2014-02-21,null,E,有限责任公司（自然人投资或控股）
500000.0,2013-01-24,null,E,有限责任公司（自然人投资或控股）
NULL,2017-11-14,null,L,个体
NULL,2016-11-10,null,F,个体
30000.0,2012-11-12,null,R,有限责任公司（自然人投资或控股）
5000000.0,2016-12-21,null,F,有限责任公司（自然人投资或控股）
NULL,2013-12-02,null,E,有限责任公司分公司（自然人投资或控股）
2000000.0,2008-09-28,null,I,有限责任公司（自然人投资或控股）
NULL,2015-03-26,null,F,个体
3000000.0,2011-02-16,null,R,有限责任公司（自然人投资或控股）
NULL,2017-07-17,null,F,个体
200.0,2017-03-31,null,L,有限责任公司（自然人独资）
1000000.0,2014-03-26,null,F,有限责任公司（自然人投资或控股）
NULL,2014-05-16,null,F,个体
NULL,2013-10-14,null,F,个体
1000000.0,2015-06-09,null,O,有限责任公司（自然人投资或控股）
NULL,2014-05-05,null,F,个体
NULL,2005-10-24,null,H,个体
NULL,2008-04-01,null,O,个体
NULL,2017-03-30,null,F,个体
NULL,2014-04-30,null,I,个体
500000.0,2016-09-05,null,F,有限责任公司（自然人投资或控股）
500000.0,2012-03-29,null,L,有限责任公司（自然人投资或控股）
NULL,2016-07-08,null,H,个体
1000000.0,2006-10-09,null,C,有限责任公司（自然人投资或控股）
1000000.0,2010-03-17,null,E,有限责任公司（自然人投资或控股）
2000000.0,2017-03-20,null,F,有限责任公司（自然人独资）
NULL,2017-09-06,null,L,个体
NULL,2005-07-27,null,C,个体
NULL,2017-07-10,null,A,个体
100000.0,2012-03-16,null,F,有限责任公司（自然人投资或控股）
NULL,2017-02-20,null,F,个体
500000.0,2015-11-23,null,I,有限责任公司（自然人独资）
2000000.0,2017-06-28,null,F,有限责任公司（自然人投资或控股）
NULL,2008-05-09,null,F,个体
NULL,2006-09-25,null,F,个体
NULL,2009-07-08,null,C,个体
NULL,1996-02-01,null,F,个人独资企业
NULL,2016-06-27,null,F,个体
20000000.0,2016-05-06,null,E,有限责任公司（自然人投资或控股）
NULL,2009-02-27,null,F,个体
NULL,2015-08-20,null,A,个体
NULL,2012-01-04,null,F,个体
NULL,2012-10-31,null,F,个体
NULL,2015-05-25,null,I,个体
NULL,2009-09-27,null,H,个体
50000000.0,2015-03-24,null,E,有限责任公司（自然人投资或控股）
NULL,2008-05-04,null,F,个体
NULL,2006-04-24,null,F,个体
1000000.0,2012-04-19,null,F,有限责任公司（自然人投资或控股）
500000.0,2014-02-19,null,I,有限责任公司（自然人投资或控股）
NULL,2004-09-23,null,E,个人独资企业
10010000.0,1998-12-16,null,I,有限责任公司（自然人投资或控股）
2000000.0,2015-11-16,null,F,有限责任公司（自然人独资）
500000.0,2015-10-26,null,E,有限责任公司（自然人投资或控股）
NULL,2013-11-04,null,F,个体
10000000.0,2017-03-16,null,E,有限责任公司（自然人投资或控股）
100000.0,2011-01-12,null,I,有限责任公司（自然人投资或控股）
NULL,2011-03-03,null,F,个体
NULL,2014-01-09,null,F,个体
NULL,2016-06-12,null,F,个体
100000.0,2013-04-15,null,I,有限责任公司（自然人独资）
NULL,2015-01-05,null,H,个体
10000000.0,2017-03-09,null,E,有限责任公司（自然人投资或控股）
10000000.0,2008-09-02,null,L,有限责任公司（自然人投资或控股）
NULL,2004-08-09,null,F,个体
NULL,2016-04-27,null,O,个体
NULL,2017-09-11,null,F,个体
NULL,2012-04-17,null,F,个体
NULL,2012-10-26,null,F,个体
NULL,2004-04-27,null,C,个体
NULL,2005-11-22,null,C,个体
NULL,2015-10-15,null,H,个体
1000000.0,2013-08-08,null,F,有限责任公司（自然人投资或控股）
NULL,2012-01-09,null,O,个体
NULL,2008-11-12,null,R,个体
16000000.0,2014-05-05,null,F,有限责任公司（自然人投资或控股）
100000.0,2017-06-16,null,F,有限责任公司（自然人投资或控股）
NULL,2017-09-21,null,F,个体
500000.0,2003-11-12,null,F,有限责任公司（自然人独资）
1000000.0,2005-09-01,null,F,有限责任公司（自然人投资或控股）
NULL,2009-06-30,null,O,个体
NULL,2007-01-31,null,F,个体
3000000.0,2017-06-21,null,E,有限责任公司（自然人投资或控股）
NULL,2008-07-22,null,F,个体
2000000.0,2015-04-28,null,E,有限责任公司（自然人独资）
NULL,2017-04-26,null,G,个体
NULL,2009-06-01,null,C,个体工商户
10067900.0,2014-07-28,null,F,有限责任公司（自然人投资或控股）
NULL,2016-09-29,null,H,个体
1000000.0,2001-11-15,null,I,有限责任公司（自然人投资或控股）
500000.0,2014-12-03,null,E,有限责任公司（自然人投资或控股）
NULL,2002-05-29,null,F,个体
500000.0,2013-01-16,null,L,有限责任公司（自然人投资或控股）
NULL,2012-05-23,null,H,个体
500000.0,2017-10-30,null,G,有限责任公司（自然人独资）
NULL,2009-09-02,null,F,个体
NULL,2006-02-09,null,E,个体
1000000.0,2012-11-07,null,F,有限责任公司（自然人投资或控股）
NULL,2006-04-20,null,F,有限责任公司分公司（自然人投资或控股）
NULL,2013-10-12,null,F,个体
2000000.0,2013-11-15,null,L,有限责任公司（自然人投资或控股）
NULL,2017-09-28,null,F,个体
NULL,2015-05-25,null,L,个体
NULL,2006-12-04,null,F,个体
NULL,2016-03-11,null,C,个人独资企业
1000000.0,2017-09-06,null,I,有限责任公司（自然人投资或控股）
NULL,2013-10-25,null,F,个体
300000.0,2017-01-06,null,I,有限责任公司（自然人投资或控股）
NULL,2015-07-02,null,H,个体
100000.0,2017-04-01,null,I,有限责任公司（自然人独资）
10000000.0,2016-12-14,null,A,有限责任公司（自然人独资）
600000.0,2016-06-06,null,L,有限责任公司（自然人投资或控股）
NULL,2004-08-30,null,E,有限责任公司分公司（自然人投资或控股）
NULL,2010-06-20,null,F,个体
1000000.0,2012-08-01,null,L,有限责任公司（自然人投资或控股）
100000.0,2003-08-25,null,I,有限责任公司（自然人投资或控股）
NULL,2017-07-10,null,O,个体
50000.0,2011-01-12,null,O,有限责任公司（自然人投资或控股）
NULL,2015-03-04,null,R,个体
NULL,2016-09-07,null,F,个体
NULL,2009-12-28,null,M,全民所有制分支机构（非法人）
50000000.0,2014-01-03,null,K,有限责任公司（自然人投资或控股）
2000000.0,2015-10-23,null,F,有限责任公司（自然人独资）
NULL,2015-07-23,null,F,个体
NULL,2017-11-27,null,F,个体
2000000.0,2011-07-11,null,E,有限责任公司（自然人投资或控股）
500000.0,2012-06-04,null,G,有限责任公司（自然人投资或控股）
NULL,2005-03-22,null,O,个体
NULL,2014-06-16,null,I,个体
NULL,2014-11-27,null,F,个体
100000.0,2002-11-26,null,O,有限责任公司（自然人投资或控股）
